shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status,traffic_score,weather_score,route_score,traffic_distance_interaction,weather_traffic_interaction,dispatch_hour,is_peak_hour,distance_category
860,5,2,986.9,5,10.8,56.5,2,1,15.1,0,2025-01-23 07:00:00,0.34,1315.9,1417.6,101.7,Slight Delay,2,5,1,1973.8,10,7,1,0
861,9,5,413.7,0,27.8,0.0,3,2,8.3,0,2025-12-23 09:00:00,0.4,551.6,650.8,99.2,Slight Delay,4,0,2,1654.8,0,9,1,1
862,9,0,1044.6,1,42.4,2.7,1,1,29.4,1,2025-07-28 12:00:00,0.24,1392.8,1413.5,20.7,On Time,1,1,1,1044.6,1,12,0,3
863,1,8,1660.8,4,38.8,19.2,2,1,35.2,2,2025-09-03 15:00:00,0.17,2214.4,2266.3,51.9,On Time,2,3,1,3321.6,6,15,0,3
864,1,0,226.9,5,18.3,33.5,1,2,24.1,0,2025-03-12 18:00:00,0.03,302.5,407.0,104.5,Slight Delay,1,5,2,226.9,5,18,1,1
865,1,8,1260.0,2,15.1,0.0,3,1,9.9,1,2025-02-06 18:00:00,0.52,1680.0,1824.5,144.5,Moderate Delay,4,2,1,5040.0,8,18,1,3
866,4,5,1630.1,0,43.4,0.0,0,2,46.3,0,2025-12-24 12:00:00,0.55,2173.5,2316.7,143.2,Moderate Delay,3,0,2,4890.299999999999,0,12,0,3
867,3,8,429.8,2,42.1,0.0,1,3,40.9,2,2025-02-26 18:00:00,0.59,573.1,667.0,93.9,Slight Delay,1,2,3,429.8,2,18,1,1
868,4,0,1800.5,5,31.8,5.4,1,3,9.7,0,2025-03-31 08:00:00,0.06,2400.7,2508.5,107.8,Slight Delay,1,5,3,1800.5,5,8,1,3
869,0,2,1301.2,1,26.2,2.5,0,0,21.7,1,2025-02-28 21:00:00,0.57,1734.9,1862.0,127.1,Moderate Delay,3,1,4,3903.6000000000004,3,21,0,3
870,5,2,195.3,2,31.3,0.0,2,3,14.8,0,2025-05-17 22:00:00,0.1,260.4,301.7,41.3,On Time,2,2,3,390.6,4,22,0,1
871,8,6,394.3,0,26.4,0.0,1,3,36.2,0,2025-08-20 21:00:00,0.32,525.7,569.8,44.1,On Time,1,0,3,394.3,0,21,0,1
872,0,5,1783.8,0,13.3,0.0,3,3,49.4,0,2025-11-14 17:00:00,0.57,2378.4,2559.4,181.0,Severe Delay,4,0,3,7135.2,0,17,1,3
873,3,6,892.9,3,32.2,63.1,1,1,2.2,0,2025-04-02 15:00:00,0.36,1190.5,1257.0,66.5,On Time,1,4,1,892.9,4,15,0,0
874,3,1,1909.8,1,14.0,4.7,0,1,36.8,1,2025-03-17 21:00:00,0.38,2546.4,2650.2,103.8,Slight Delay,3,1,1,5729.4,3,21,0,3
875,1,6,1181.9,5,39.1,10.4,1,3,34.7,0,2025-12-16 10:00:00,0.32,1575.9,1700.3,124.4,Moderate Delay,1,5,3,1181.9,5,10,1,3
876,9,4,222.7,3,12.2,8.9,3,1,19.3,0,2025-04-07 08:00:00,0.2,296.9,458.9,162.0,Moderate Delay,4,4,1,890.8,16,8,1,1
877,7,6,1104.3,5,15.1,15.0,0,2,47.2,1,2025-06-25 16:00:00,0.48,1472.4,1627.3,154.9,Moderate Delay,3,5,2,3312.8999999999996,15,16,0,3
878,9,5,805.8,5,19.2,33.2,3,2,25.1,0,2025-10-18 10:00:00,0.21,1074.4,1233.9,159.5,Moderate Delay,4,5,2,3223.2,20,10,1,0
879,6,1,106.9,4,32.9,63.0,2,2,40.8,0,2025-05-28 07:00:00,0.3,142.5,213.4,70.9,Slight Delay,2,3,2,213.8,6,7,1,1
880,1,8,1878.7,4,35.3,19.3,3,0,22.4,1,2025-03-24 15:00:00,0.04,2504.9,2665.7,160.8,Moderate Delay,4,3,4,7514.8,12,15,0,3
881,1,2,1747.0,2,11.7,0.0,2,0,19.6,2,2025-03-01 07:00:00,0.09,2329.3,2423.7,94.4,Slight Delay,2,2,4,3494.0,4,7,1,3
882,4,1,977.5,3,27.5,29.1,0,3,7.0,2,2025-04-16 07:00:00,0.23,1303.3,1445.5,142.2,Moderate Delay,3,4,3,2932.5,12,7,1,0
883,4,8,588.9,1,15.7,1.2,0,2,11.6,1,2025-03-25 15:00:00,0.31,785.2,861.1,75.9,Slight Delay,3,1,2,1766.6999999999998,3,15,0,0
884,3,7,539.8,3,11.4,27.9,3,0,37.4,0,2025-06-13 10:00:00,0.03,719.7,881.8,162.1,Moderate Delay,4,4,4,2159.2,16,10,1,0
885,7,5,788.1,5,15.6,34.9,0,3,29.2,0,2025-05-29 10:00:00,0.57,1050.8,1194.6,143.8,Moderate Delay,3,5,3,2364.3,15,10,1,0
886,5,9,1116.8,4,25.8,26.4,1,2,15.3,2,2025-03-13 09:00:00,0.23,1489.1,1555.8,66.7,On Time,1,3,2,1116.8,3,9,1,3
887,6,7,865.3,3,29.3,22.3,2,2,37.3,0,2025-02-17 16:00:00,0.32,1153.7,1263.6,109.9,Slight Delay,2,4,2,1730.6,8,16,0,0
888,7,6,25.2,5,25.8,31.4,2,3,28.0,2,2025-01-12 08:00:00,0.11,33.6,146.3,112.7,Slight Delay,2,5,3,50.4,10,8,1,2
889,0,9,445.9,2,19.5,0.0,1,2,8.9,2,2025-09-09 16:00:00,0.43,594.5,662.5,68.0,On Time,1,2,2,445.9,2,16,0,1
890,5,0,268.8,0,14.8,0.0,0,2,37.5,2,2025-08-07 17:00:00,0.28,358.4,424.7,66.3,On Time,3,0,2,806.4000000000001,0,17,1,1
891,8,4,637.3,0,32.3,0.0,0,3,1.0,0,2025-06-07 20:00:00,0.02,849.7,916.7,67.0,On Time,3,0,3,1911.8999999999999,0,20,1,0
892,0,3,230.8,1,27.2,3.8,3,2,11.5,0,2025-05-28 11:00:00,0.16,307.7,442.8,135.1,Moderate Delay,4,1,2,923.2,4,11,0,1
893,8,9,310.9,1,44.0,4.7,1,0,44.3,2,2025-06-05 21:00:00,0.13,414.5,449.7,35.2,On Time,1,1,4,310.9,1,21,0,1
894,0,4,854.3,0,37.8,0.0,3,1,23.5,2,2025-07-29 14:00:00,0.32,1139.1,1241.1,102.0,Slight Delay,4,0,1,3417.2,0,14,0,0
895,8,1,1397.4,5,42.8,45.7,3,0,38.5,2,2025-04-06 18:00:00,0.05,1863.2,2066.6,203.4,Severe Delay,4,5,4,5589.6,20,18,1,3
896,6,5,1853.0,3,32.6,36.1,1,3,46.6,1,2025-06-05 21:00:00,0.47,2470.7,2595.0,124.3,Moderate Delay,1,4,3,1853.0,4,21,0,3
897,0,9,1482.8,1,31.9,4.9,1,1,26.9,2,2025-05-15 15:00:00,0.07,1977.1,2021.8,44.7,On Time,1,1,1,1482.8,1,15,0,3
898,9,3,741.5,2,22.4,0.0,0,2,32.0,2,2025-09-09 13:00:00,0.45,988.7,1133.3,144.6,Moderate Delay,3,2,2,2224.5,6,13,0,0
899,7,1,1082.5,4,37.0,54.6,3,1,20.8,1,2025-07-05 21:00:00,0.54,1443.3,1617.4,174.1,Severe Delay,4,3,1,4330.0,12,21,0,3
900,5,8,1625.8,4,40.1,79.4,3,1,15.1,0,2025-09-20 06:00:00,0.43,2167.7,2300.9,133.2,Moderate Delay,4,3,1,6503.2,12,6,0,3
901,6,1,1017.5,5,32.6,78.0,1,0,3.3,0,2025-08-25 10:00:00,0.34,1356.7,1492.4,135.7,Moderate Delay,1,5,4,1017.5,5,10,1,3
902,4,1,1052.8,0,42.7,0.0,0,3,40.4,0,2025-11-22 17:00:00,0.42,1403.7,1494.0,90.3,Slight Delay,3,0,3,3158.3999999999996,0,17,1,3
903,7,4,586.4,4,28.1,24.8,1,0,10.9,1,2025-04-04 09:00:00,0.36,781.9,858.9,77.0,Slight Delay,1,3,4,586.4,3,9,1,0
904,5,1,743.6,5,42.8,9.1,0,3,33.8,1,2025-06-04 14:00:00,0.53,991.5,1127.3,135.8,Moderate Delay,3,5,3,2230.8,15,14,0,0
905,4,3,1627.5,5,35.2,59.7,0,0,5.5,2,2025-03-12 22:00:00,0.43,2170.0,2351.5,181.5,Severe Delay,3,5,4,4882.5,15,22,0,3
906,6,8,1836.4,3,23.7,68.4,3,3,0.5,2,2025-02-22 12:00:00,0.1,2448.5,2588.3,139.8,Moderate Delay,4,4,3,7345.6,16,12,0,3
907,1,5,914.0,1,42.8,0.6,2,1,11.0,0,2025-08-24 08:00:00,0.02,1218.7,1244.1,25.4,On Time,2,1,1,1828.0,2,8,1,0
908,3,2,901.1,0,45.0,0.0,3,3,41.8,0,2025-12-20 17:00:00,0.54,1201.5,1305.8,104.3,Slight Delay,4,0,3,3604.4,0,17,1,0
909,1,0,235.0,5,26.5,55.8,0,0,43.8,1,2025-06-05 06:00:00,0.45,313.3,453.8,140.5,Moderate Delay,3,5,4,705.0,15,6,0,1
910,3,6,554.2,1,27.9,2.2,2,0,25.9,0,2025-03-06 12:00:00,0.4,738.9,794.7,55.8,On Time,2,1,4,1108.4,2,12,0,0
911,1,3,1518.3,3,33.3,22.6,1,1,29.6,2,2025-09-05 19:00:00,0.34,2024.4,2129.1,104.7,Slight Delay,1,4,1,1518.3,4,19,1,3
912,7,6,289.1,0,12.3,0.0,1,1,48.8,0,2025-03-02 14:00:00,0.57,385.5,427.0,41.5,On Time,1,0,1,289.1,0,14,0,1
913,7,1,1902.2,4,32.2,31.5,1,1,30.4,2,2025-11-05 12:00:00,0.19,2536.3,2582.3,46.0,On Time,1,3,1,1902.2,3,12,0,3
914,5,2,952.8,1,38.7,0.6,0,1,43.0,2,2025-03-16 14:00:00,0.54,1270.4,1352.4,82.0,Slight Delay,3,1,1,2858.3999999999996,3,14,0,0
915,5,4,368.8,4,31.3,40.7,2,0,43.4,1,2025-10-19 08:00:00,0.02,491.7,553.5,61.8,On Time,2,3,4,737.6,6,8,1,1
916,3,7,1016.4,5,10.5,5.5,2,0,12.4,0,2025-03-29 06:00:00,0.06,1355.2,1472.5,117.3,Moderate Delay,2,5,4,2032.8,10,6,0,3
917,3,6,1477.4,5,15.3,73.4,3,3,44.7,1,2025-10-29 11:00:00,0.39,1969.9,2173.5,203.6,Severe Delay,4,5,3,5909.6,20,11,0,3
918,9,3,1789.4,1,20.2,2.8,0,2,5.4,0,2025-04-20 22:00:00,0.55,2385.9,2523.6,137.7,Moderate Delay,3,1,2,5368.200000000001,3,22,0,3
919,2,9,479.6,0,10.0,0.0,0,1,38.0,0,2025-02-26 22:00:00,0.59,639.5,691.6,52.1,On Time,3,0,1,1438.8000000000002,0,22,0,1
920,1,0,1554.9,4,28.4,28.8,0,1,13.3,2,2025-06-17 21:00:00,0.02,2073.2,2153.2,80.0,Slight Delay,3,3,1,4664.700000000001,9,21,0,3
921,3,9,1509.3,4,27.6,72.1,3,3,46.8,1,2025-08-16 13:00:00,0.48,2012.4,2150.9,138.5,Moderate Delay,4,3,3,6037.2,12,13,0,3
922,0,8,1957.4,4,30.6,46.8,3,0,33.0,2,2025-09-01 17:00:00,0.3,2609.9,2789.9,180.0,Severe Delay,4,3,4,7829.6,12,17,1,3
923,1,7,469.5,2,17.7,0.0,3,1,8.5,0,2025-08-13 22:00:00,0.22,626.0,772.8,146.8,Moderate Delay,4,2,1,1878.0,8,22,0,1
924,3,1,1944.8,1,31.6,4.9,3,2,17.2,1,2025-10-30 09:00:00,0.42,2593.1,2709.5,116.4,Moderate Delay,4,1,2,7779.2,4,9,1,3
925,1,3,540.5,4,11.3,57.8,2,3,24.9,2,2025-11-01 18:00:00,0.06,720.7,778.4,57.7,On Time,2,3,3,1081.0,6,18,1,0
926,3,6,164.5,3,38.7,42.0,3,3,42.4,1,2025-10-25 14:00:00,0.36,219.3,405.7,186.4,Severe Delay,4,4,3,658.0,16,14,0,1
927,8,4,98.1,3,10.5,13.9,3,2,32.6,1,2025-05-23 10:00:00,0.34,130.8,268.5,137.7,Moderate Delay,4,4,2,392.4,16,10,1,2
928,9,3,1572.2,0,28.2,0.0,0,2,43.0,0,2025-04-29 10:00:00,0.23,2096.3,2174.7,78.4,Slight Delay,3,0,2,4716.6,0,10,1,3
929,7,1,845.8,2,18.0,0.0,1,1,12.0,0,2025-12-14 06:00:00,0.54,1127.7,1186.0,58.3,On Time,1,2,1,845.8,2,6,0,0
930,1,9,1006.3,5,26.0,43.9,0,0,7.4,0,2025-11-15 09:00:00,0.31,1341.7,1476.2,134.5,Moderate Delay,3,5,4,3018.8999999999996,15,9,1,3
931,3,5,1260.8,3,35.5,55.9,3,0,23.8,0,2025-12-05 21:00:00,0.23,1681.1,1875.4,194.3,Severe Delay,4,4,4,5043.2,16,21,0,3
932,9,5,1268.2,4,20.5,6.4,0,1,44.5,2,2025-08-09 09:00:00,0.14,1690.9,1783.4,92.5,Slight Delay,3,3,1,3804.6000000000004,9,9,1,3
933,8,0,1052.1,4,16.0,27.9,3,2,16.4,0,2025-01-19 07:00:00,0.1,1402.8,1535.8,133.0,Moderate Delay,4,3,2,4208.4,12,7,1,3
934,1,5,1814.6,2,37.4,0.0,0,0,31.3,0,2025-08-09 10:00:00,0.19,2419.5,2548.8,129.3,Moderate Delay,3,2,4,5443.799999999999,6,10,1,3
935,6,9,535.6,3,10.6,45.9,1,2,35.5,1,2025-10-11 21:00:00,0.47,714.1,812.4,98.3,Slight Delay,1,4,2,535.6,4,21,0,0
936,9,5,1169.6,1,37.1,1.7,1,2,41.7,0,2025-09-11 18:00:00,0.16,1559.5,1594.7,35.2,On Time,1,1,2,1169.6,1,18,1,3
937,5,4,1934.6,4,15.6,64.0,0,1,49.2,2,2025-10-30 07:00:00,0.01,2579.5,2672.1,92.6,Slight Delay,3,3,1,5803.799999999999,9,7,1,3
938,1,8,1012.8,4,40.6,11.3,1,3,34.2,0,2025-02-19 19:00:00,0.41,1350.4,1418.5,68.1,On Time,1,3,3,1012.8,3,19,1,3
939,4,8,807.9,3,20.9,38.9,0,1,19.5,1,2025-05-06 13:00:00,0.26,1077.2,1184.1,106.9,Slight Delay,3,4,1,2423.7,12,13,0,0
940,2,4,872.2,5,24.3,33.1,1,1,46.3,0,2025-02-28 16:00:00,0.5,1162.9,1266.1,103.2,Slight Delay,1,5,1,872.2,5,16,0,0
941,1,7,304.5,5,28.3,5.5,0,1,16.2,0,2025-12-03 19:00:00,0.41,406.0,538.4,132.4,Moderate Delay,3,5,1,913.5,15,19,1,1
942,5,0,1995.9,3,19.1,59.3,0,1,45.4,1,2025-08-29 06:00:00,0.14,2661.2,2787.8,126.6,Moderate Delay,3,4,1,5987.700000000001,12,6,0,3
943,4,9,126.0,5,34.8,44.9,3,3,24.2,1,2025-02-20 21:00:00,0.13,168.0,325.6,157.6,Moderate Delay,4,5,3,504.0,20,21,0,1
944,3,6,480.8,4,27.2,70.4,3,3,35.7,2,2025-11-11 15:00:00,0.35,641.1,770.8,129.7,Moderate Delay,4,3,3,1923.2,12,15,0,1
945,4,9,845.8,1,22.3,4.3,3,1,6.8,1,2025-04-20 15:00:00,0.34,1127.7,1247.8,120.1,Moderate Delay,4,1,1,3383.2,4,15,0,0
946,6,7,985.4,4,30.2,56.7,3,0,5.8,1,2025-02-17 09:00:00,0.49,1313.9,1448.8,134.9,Moderate Delay,4,3,4,3941.6,12,9,1,0
947,5,4,1274.9,4,40.8,71.6,1,2,47.9,0,2025-04-18 17:00:00,0.52,1699.9,1761.1,61.2,On Time,1,3,2,1274.9,3,17,1,3
948,3,4,1810.9,5,27.6,39.9,0,2,49.9,1,2025-10-04 16:00:00,0.3,2414.5,2595.4,180.9,Severe Delay,3,5,2,5432.700000000001,15,16,0,3
949,2,9,1421.9,3,18.9,69.7,0,2,44.7,1,2025-10-08 11:00:00,0.12,1895.9,2055.1,159.2,Moderate Delay,3,4,2,4265.700000000001,12,11,0,3
950,7,5,1099.8,1,11.8,3.7,3,0,25.5,1,2025-08-28 14:00:00,0.39,1466.4,1595.6,129.2,Moderate Delay,4,1,4,4399.2,4,14,0,3
951,0,8,407.4,5,44.1,16.5,1,0,13.8,0,2025-08-25 10:00:00,0.35,543.2,665.3,122.1,Moderate Delay,1,5,4,407.4,5,10,1,1
952,2,1,1654.8,2,34.4,0.0,0,2,4.6,0,2025-06-13 08:00:00,0.25,2206.4,2322.1,115.7,Moderate Delay,3,2,2,4964.4,6,8,1,3
953,2,9,1566.3,4,39.4,29.3,0,0,42.0,0,2025-12-18 13:00:00,0.06,2088.4,2190.9,102.5,Slight Delay,3,3,4,4698.9,9,13,0,3
954,8,2,588.6,0,27.5,0.0,2,0,23.1,2,2025-05-06 15:00:00,0.21,784.8,860.7,75.9,Slight Delay,2,0,4,1177.2,0,15,0,0
955,9,0,1437.9,5,23.8,55.8,3,2,24.1,1,2025-01-19 12:00:00,0.6,1917.2,2171.9,254.7,Severe Delay,4,5,2,5751.6,20,12,0,3
956,1,4,753.2,1,10.7,2.6,1,3,25.5,0,2025-12-04 11:00:00,0.32,1004.3,1045.8,41.5,On Time,1,1,3,753.2,1,11,0,0
957,7,0,733.9,0,37.9,0.0,1,1,26.4,0,2025-11-05 15:00:00,0.34,978.5,1008.5,30.0,On Time,1,0,1,733.9,0,15,0,0
958,3,9,984.8,4,22.4,23.9,1,2,34.9,1,2025-03-13 13:00:00,0.46,1313.1,1381.0,67.9,On Time,1,3,2,984.8,3,13,0,0
959,3,5,1262.7,0,21.3,0.0,0,2,12.7,2,2025-05-02 09:00:00,0.01,1683.6,1726.5,42.9,On Time,3,0,2,3788.1000000000004,0,9,1,3
960,4,8,89.4,5,11.3,7.0,3,0,37.1,0,2025-04-22 10:00:00,0.19,119.2,315.8,196.6,Severe Delay,4,5,4,357.6,20,10,1,2
961,3,2,561.5,1,14.3,2.8,0,2,16.7,0,2025-05-11 07:00:00,0.27,748.7,834.6,85.9,Slight Delay,3,1,2,1684.5,3,7,1,0
962,9,5,1364.2,4,40.6,37.4,1,3,20.9,1,2025-08-05 21:00:00,0.46,1818.9,1915.8,96.9,Slight Delay,1,3,3,1364.2,3,21,0,3
963,2,4,1522.4,1,43.4,0.3,0,2,30.0,1,2025-07-08 15:00:00,0.26,2029.9,2118.7,88.8,Slight Delay,3,1,2,4567.200000000001,3,15,0,3
964,7,3,1539.2,2,41.7,0.0,1,0,20.8,0,2025-10-10 18:00:00,0.57,2052.3,2166.3,114.0,Slight Delay,1,2,4,1539.2,2,18,1,3
965,6,8,1159.9,2,30.4,0.0,1,0,37.6,0,2025-07-18 06:00:00,0.31,1546.5,1635.6,89.1,Slight Delay,1,2,4,1159.9,2,6,0,3
966,8,6,879.5,4,42.5,49.3,1,0,31.7,0,2025-04-18 11:00:00,0.51,1172.7,1284.6,111.9,Slight Delay,1,3,4,879.5,3,11,0,0
967,9,4,1805.6,2,14.5,0.0,3,1,41.3,0,2025-02-11 21:00:00,0.25,2407.5,2565.8,158.3,Moderate Delay,4,2,1,7222.4,8,21,0,3
968,9,8,1558.0,4,31.9,35.7,3,1,13.1,2,2025-12-24 14:00:00,0.52,2077.3,2234.0,156.7,Moderate Delay,4,3,1,6232.0,12,14,0,3
969,0,3,403.5,4,17.3,54.6,3,3,45.6,0,2025-12-22 06:00:00,0.24,538.0,701.0,163.0,Moderate Delay,4,3,3,1614.0,12,6,0,1
970,7,2,297.3,2,22.2,0.0,3,0,19.8,2,2025-07-25 12:00:00,0.31,396.4,570.0,173.6,Severe Delay,4,2,4,1189.2,8,12,0,1
971,6,8,595.7,5,31.5,72.7,1,1,48.1,2,2025-05-08 22:00:00,0.39,794.3,907.1,112.8,Slight Delay,1,5,1,595.7,5,22,0,0
972,1,9,749.3,4,22.7,77.0,3,2,22.5,1,2025-03-10 14:00:00,0.45,999.1,1145.7,146.6,Moderate Delay,4,3,2,2997.2,12,14,0,0
973,1,8,1891.3,4,17.5,10.6,2,1,44.6,0,2025-07-08 11:00:00,0.51,2521.7,2630.9,109.2,Slight Delay,2,3,1,3782.6,6,11,0,3
974,8,9,1870.4,5,25.1,45.4,2,1,22.6,2,2025-10-13 13:00:00,0.34,2493.9,2642.7,148.8,Moderate Delay,2,5,1,3740.8,10,13,0,3
975,3,0,295.6,1,10.1,1.2,0,0,35.4,2,2025-07-25 19:00:00,0.06,394.1,460.3,66.2,On Time,3,1,4,886.8000000000001,3,19,1,1
976,5,6,1236.0,1,16.6,1.4,1,3,24.1,2,2025-10-18 09:00:00,0.57,1648.0,1722.4,74.4,Slight Delay,1,1,3,1236.0,1,9,1,3
977,7,5,161.0,3,38.0,23.2,3,2,36.4,2,2025-04-25 12:00:00,0.04,214.7,374.9,160.2,Moderate Delay,4,4,2,644.0,16,12,0,1
978,2,4,754.0,4,16.5,38.2,3,2,8.7,2,2025-08-09 12:00:00,0.59,1005.3,1170.6,165.3,Moderate Delay,4,3,2,3016.0,12,12,0,0
979,5,2,250.0,4,29.4,26.5,2,2,47.0,2,2025-07-29 10:00:00,0.46,333.3,403.9,70.6,On Time,2,3,2,500.0,6,10,1,1
980,7,4,477.6,4,27.8,71.6,2,2,34.8,2,2025-07-09 20:00:00,0.24,636.8,690.0,53.2,On Time,2,3,2,955.2,6,20,1,1
981,3,7,1707.7,3,36.5,50.8,2,3,18.5,1,2025-07-23 12:00:00,0.13,2276.9,2368.6,91.7,Slight Delay,2,4,3,3415.4,8,12,0,3
982,8,9,1062.8,2,25.8,0.0,0,1,29.2,2,2025-10-13 07:00:00,0.53,1417.1,1554.6,137.5,Moderate Delay,3,2,1,3188.3999999999996,6,7,1,3
983,7,8,1124.4,1,32.8,0.8,3,3,32.5,1,2025-12-10 07:00:00,0.11,1499.2,1592.6,93.4,Slight Delay,4,1,3,4497.6,4,7,1,3
984,7,4,1594.7,5,32.1,49.1,3,3,18.0,0,2025-12-10 17:00:00,0.29,2126.3,2340.3,214.0,Severe Delay,4,5,3,6378.8,20,17,1,3
985,1,5,443.6,0,10.2,0.0,2,3,15.4,2,2025-09-15 21:00:00,0.45,591.5,680.4,88.9,Slight Delay,2,0,3,887.2,0,21,0,1
986,4,0,188.4,1,17.7,0.0,1,3,35.9,1,2025-09-29 19:00:00,0.21,251.2,285.4,34.2,On Time,1,1,3,188.4,1,19,1,1
987,1,4,694.9,0,24.3,0.0,0,1,17.8,2,2025-09-13 14:00:00,0.46,926.5,1001.8,75.3,Slight Delay,3,0,1,2084.7,0,14,0,0
988,4,9,1557.3,4,30.9,53.3,0,3,38.0,1,2025-06-10 19:00:00,0.07,2076.4,2184.9,108.5,Slight Delay,3,3,3,4671.9,9,19,1,3
989,1,8,419.4,2,25.0,0.0,3,0,25.0,1,2025-12-03 20:00:00,0.03,559.2,665.8,106.6,Slight Delay,4,2,4,1677.6,8,20,1,1
990,7,6,260.8,1,22.7,1.3,1,0,25.6,2,2025-01-19 21:00:00,0.58,347.7,428.4,80.7,Slight Delay,1,1,4,260.8,1,21,0,1
991,6,1,953.3,2,40.4,0.0,3,2,14.9,2,2025-09-11 07:00:00,0.08,1271.1,1410.6,139.5,Moderate Delay,4,2,2,3813.2,8,7,1,0
992,9,4,1259.2,2,37.8,0.0,3,2,14.4,0,2025-02-27 10:00:00,0.33,1678.9,1838.7,159.8,Moderate Delay,4,2,2,5036.8,8,10,1,3
993,3,8,692.3,0,13.8,0.0,2,3,25.6,2,2025-03-28 22:00:00,0.05,923.1,969.8,46.7,On Time,2,0,3,1384.6,0,22,0,0
994,6,2,1178.7,5,19.8,73.3,1,0,15.6,0,2025-02-09 13:00:00,0.27,1571.6,1687.5,115.9,Moderate Delay,1,5,4,1178.7,5,13,0,3
995,9,3,786.8,4,31.0,43.5,1,3,34.9,1,2025-12-15 09:00:00,0.03,1049.1,1085.8,36.7,On Time,1,3,3,786.8,3,9,1,0
996,8,4,1232.2,5,15.4,10.0,1,3,11.2,2,2025-01-15 08:00:00,0.08,1642.9,1768.6,125.7,Moderate Delay,1,5,3,1232.2,5,8,1,3
997,9,0,1225.3,3,24.4,40.5,0,1,21.0,0,2025-01-23 20:00:00,0.51,1633.7,1754.2,120.5,Moderate Delay,3,4,1,3675.8999999999996,12,20,1,3
998,4,1,1226.3,1,19.6,3.6,1,3,29.9,0,2025-01-29 08:00:00,0.19,1635.1,1679.5,44.4,On Time,1,1,3,1226.3,1,8,1,3
999,0,8,1162.6,0,40.6,0.0,3,3,43.2,2,2025-05-03 18:00:00,0.22,1550.1,1692.8,142.7,Moderate Delay,4,0,3,4650.4,0,18,1,3
1000,3,7,1330.1,1,20.9,1.6,2,2,17.3,0,2025-05-26 10:00:00,0.41,1773.5,1853.9,80.4,Slight Delay,2,1,2,2660.2,2,10,1,3
1001,3,4,1547.7,3,17.8,11.1,3,3,43.8,1,2025-11-05 10:00:00,0.52,2063.6,2250.7,187.1,Severe Delay,4,4,3,6190.8,16,10,1,3
1002,4,3,720.7,4,41.2,17.4,2,2,7.9,0,2025-07-18 21:00:00,0.35,960.9,1064.8,103.9,Slight Delay,2,3,2,1441.4,6,21,0,0
1003,6,9,1343.4,0,35.9,0.0,3,3,22.7,1,2025-04-06 19:00:00,0.56,1791.2,1940.3,149.1,Moderate Delay,4,0,3,5373.6,0,19,1,3
1004,8,3,613.8,0,17.5,0.0,0,2,2.4,1,2025-04-25 10:00:00,0.03,818.4,888.4,70.0,On Time,3,0,2,1841.3999999999999,0,10,1,0
1005,9,5,970.9,2,40.5,0.0,1,3,18.3,0,2025-08-12 08:00:00,0.56,1294.5,1363.3,68.8,On Time,1,2,3,970.9,2,8,1,0
1006,9,6,123.7,1,43.2,3.2,2,3,43.9,2,2025-09-25 19:00:00,0.41,164.9,231.6,66.7,On Time,2,1,3,247.4,2,19,1,1
1007,6,7,1752.5,5,42.3,55.3,1,1,46.6,1,2025-02-25 22:00:00,0.24,2336.7,2502.7,166.0,Moderate Delay,1,5,1,1752.5,5,22,0,3
1008,8,9,315.8,0,26.4,0.0,3,3,41.6,0,2025-05-11 08:00:00,0.01,421.1,481.0,59.9,On Time,4,0,3,1263.2,0,8,1,1
1009,0,7,1891.5,0,31.3,0.0,3,0,13.1,2,2025-07-21 07:00:00,0.55,2522.0,2736.0,214.0,Severe Delay,4,0,4,7566.0,0,7,1,3
1010,3,9,99.8,2,23.5,0.0,0,3,20.6,1,2025-08-21 20:00:00,0.1,133.1,194.9,61.8,On Time,3,2,3,299.4,6,20,1,2
1011,5,6,705.8,4,31.0,75.3,2,0,8.8,2,2025-02-10 14:00:00,0.43,941.1,1033.3,92.2,Slight Delay,2,3,4,1411.6,6,14,0,0
1012,3,9,1074.0,5,19.4,73.4,1,1,18.7,0,2025-03-01 06:00:00,0.03,1432.0,1485.4,53.4,On Time,1,5,1,1074.0,5,6,0,3
1013,1,0,1641.9,3,44.9,29.7,3,2,19.4,0,2025-11-13 17:00:00,0.37,2189.2,2382.5,193.3,Severe Delay,4,4,2,6567.6,16,17,1,3
1014,8,6,1593.2,0,11.4,0.0,2,0,16.9,2,2025-04-08 09:00:00,0.28,2124.3,2230.6,106.3,Slight Delay,2,0,4,3186.4,0,9,1,3
1015,7,6,559.6,0,40.6,0.0,2,2,38.4,1,2025-03-16 13:00:00,0.22,746.1,793.8,47.7,On Time,2,0,2,1119.2,0,13,0,0
1016,8,5,434.8,1,11.1,2.2,1,3,28.7,0,2025-03-17 21:00:00,0.53,579.7,659.8,80.1,Slight Delay,1,1,3,434.8,1,21,0,1
1017,8,7,425.5,0,23.0,0.0,2,0,31.9,1,2025-12-26 20:00:00,0.01,567.3,595.6,28.3,On Time,2,0,4,851.0,0,20,1,1
1018,9,0,661.5,0,33.8,0.0,3,0,28.4,2,2025-05-31 18:00:00,0.1,882.0,1040.3,158.3,Moderate Delay,4,0,4,2646.0,0,18,1,0
